filename,text
images_group_62_9057_262.png,ОБЗОРЪ
images_group_62_9057_263.png,Енисейской
images_group_62_9057_264.png,губерніи
images_group_62_9057_265.png,за
images_group_62_9057_266.png,1883
images_group_62_9057_267.png,годъ.
images_group_62_9057_268.png,Приложеніе
images_group_62_9057_270.png,всеподданныйшему
images_group_62_9057_271.png,отчету.
images_group_62_9057_272.png,Красноярскъ
images_group_62_9057_273.png,Типографія
images_group_62_9057_274.png,Губернскаго
images_group_62_9057_275.png,Правленія.
images_group_62_9057_276.png,1884
images_group_62_9057_277.png,г.
images_group_62_9072_3103.png,Больные
images_group_62_9072_3104.png,рабочіе
images_group_62_9072_3105.png,пользовались
images_group_62_9072_3106.png,в
images_group_62_9072_3107.png,пріисковыхъ
images_group_62_9072_3109.png,содержащихся
images_group_62_9072_3110.png,на
images_group_62_9072_3113.png,золотопромышленниковъ
images_group_62_9072_3114.png,Леченіемъ
images_group_62_9072_3115.png,"больныхъ,"
images_group_62_9072_3117.png,3-хъ
images_group_62_9072_3118.png,"врачей,"
images_group_62_9072_3119.png,занихались
images_group_62_9072_3120.png,также.
images_group_62_9072_3122.png,наблюденіемъ
images_group_62_9072_3123.png,"ихъ,"
images_group_62_9072_3124.png,вольно-надежные
images_group_62_9072_3125.png,фельдшера
images_group_62_9072_3126.png,Въ
images_group_62_9072_3128.png,"году,"
images_group_62_9072_3129.png,язь
images_group_62_9072_3131.png,рабочихъ
images_group_62_9072_3132.png,на
images_group_62_9072_3133.png,золотыхъ
images_group_62_9072_3134.png,промыслать
images_group_62_9072_3136.png,5699
images_group_62_9072_3137.png,или
images_group_62_9072_3138.png,"49,"
images_group_62_9072_3139.png,3%
images_group_62_9072_3140.png,сравнительно
images_group_62_9072_3141.png,съ
images_group_62_9072_3142.png,провелымъ
images_group_62_9072_3143.png,годомы
images_group_62_9072_3144.png,про-
images_group_62_9072_3145.png,центь
images_group_62_9072_3146.png,заболзания
images_group_62_9072_3147.png,увеличился
images_group_62_9072_3148.png,на
images_group_62_9072_3149.png,"1,"
images_group_62_9072_3150.png,8%
images_group_62_9072_3151.png,изъ
images_group_62_9072_3152.png,5699
images_group_62_9072_3153.png,большихъ
images_group_62_9072_3154.png,умерло
images_group_62_9072_3155.png,129
images_group_62_9072_3156.png,или
images_group_62_9072_3157.png,"2,"
images_group_62_9072_3158.png,2%
images_group_62_9072_3159.png,Изъ
images_group_62_9072_3162.png,рабочихъ
images_group_62_9072_3163.png,не
images_group_62_9072_3165.png,267
images_group_62_9072_3166.png,или
images_group_62_9072_3167.png,"2,"
images_group_62_9072_3168.png,2%
images_group_62_9072_3170.png,489
images_group_62_9072_3171.png,или
images_group_62_9072_3173.png,2%
images_group_62_9072_3174.png,изъ
images_group_62_9072_3175.png,шихъ
images_group_62_9072_3176.png,поймано
images_group_62_9072_3177.png,45
images_group_62_9072_3178.png,или
images_group_62_9072_3180.png,2%.
images_group_62_9072_3181.png,Количество
images_group_62_9072_3183.png,и
images_group_62_9072_3185.png,и
images_group_62_9072_3186.png,сравнения
images_group_62_9072_3187.png,съ
images_group_62_9072_3188.png,пред-
images_group_62_9072_3190.png,годомъ
images_group_62_9072_3191.png,уменьшилось
images_group_62_9072_3192.png,на
images_group_62_9072_3193.png,54
images_group_62_9072_3195.png,Главными
images_group_62_9072_3198.png,к
images_group_62_9072_3200.png,товъ
images_group_62_9072_3201.png,"рабочихъ,"
images_group_62_9072_3202.png,преимущественно
images_group_62_9072_3204.png,бывають
images_group_62_9072_3206.png,ихъ
images_group_62_9072_3207.png,задатковъ
images_group_62_9072_3208.png,и
images_group_62_9072_3209.png,тяжесть
images_group_62_9072_3210.png,работъ
images_group_62_9072_3211.png,их
images_group_62_9072_3212.png,золотить
images_group_62_9072_3213.png,пріискахъ
images_group_62_9072_3214.png,На
images_group_62_9072_3215.png,185
images_group_62_9072_3216.png,фабрикахъ
images_group_62_9072_3218.png,вый
images_group_62_9072_3219.png,2561809
images_group_62_9072_3220.png,руб.
images_group_62_9072_3221.png,этой
images_group_62_9072_3222.png,заведать
images_group_62_9072_3223.png,и
images_group_62_9072_3224.png,на
images_group_62_9072_3225.png,изъ
images_group_62_9072_3226.png,числа
images_group_62_9072_3228.png,"71,"
images_group_62_9072_3229.png,5%
images_group_62_9072_3230.png,приходится
images_group_62_9072_3231.png,в
images_group_62_9072_3232.png,долло
images_group_62_9072_3233.png,винокуренныхъ
images_group_62_9072_3234.png,и
images_group_62_9072_3235.png,водочныхъ
images_group_62_9072_3236.png,заведеть;
images_group_62_9072_3237.png,а
images_group_62_9072_3238.png,тѣмъ
images_group_62_9072_3239.png,осталь-
images_group_62_9072_3240.png,име
images_group_62_9072_3241.png,роды
images_group_62_9072_3242.png,заводской
images_group_62_9072_3243.png,и
images_group_62_9072_3244.png,фабричной
images_group_62_9072_3245.png,промышленности
images_group_62_9072_3246.png,находятся
images_group_62_9072_3247.png,и
images_group_62_9072_3248.png,восьма
images_group_62_9072_3249.png,неудовлетворитель-
images_group_62_9072_3251.png,"состоянія,"
images_group_62_9072_3252.png,по
images_group_62_9072_3253.png,причинѣ
images_group_62_9072_3254.png,недостатка
images_group_62_9072_3255.png,"капиталовъ,"
images_group_62_9072_3257.png,больше
images_group_62_9072_3258.png,золотопромыш-
images_group_62_9072_3260.png,и
images_group_62_9072_3262.png,Количество
images_group_62_9072_3265.png,заведами
images_group_62_9072_3266.png,припасовъ
images_group_62_9072_3267.png,и
images_group_62_9072_3268.png,выкуреннаго
images_group_62_9072_3270.png,было
images_group_62_9072_3271.png,слѣдующее:
images_group_62_9072_3272.png,зана
images_group_62_9072_3273.png,"ржаной,"
images_group_62_9072_3276.png,Получено
images_group_62_9072_3277.png,пу-
images_group_62_9072_3278.png,число
images_group_62_9072_3279.png,употреблен-
images_group_62_9072_3280.png,суточный
images_group_62_9072_3282.png,число
images_group_62_9072_3283.png,в
images_group_62_9072_3284.png,въ
images_group_62_9072_3286.png,чтовъ
images_group_62_9072_3287.png,в
images_group_62_9072_3292.png,солоду
images_group_62_9072_3294.png,безвод-
images_group_62_9072_3296.png,Ведръ
images_group_62_9072_3297.png,въ
images_group_62_9072_3298.png,Среднее
images_group_62_9072_3300.png,Среднее
images_group_62_9072_3301.png,запа
images_group_62_9072_3302.png,ихъ
images_group_62_9072_3303.png,автора.
images_group_62_9072_3304.png,Сколько
images_group_62_9072_3306.png,изъ
images_group_62_9072_3308.png,спарта.
images_group_62_9072_3309.png,(40%).
images_group_62_9072_3311.png,ныхъ
images_group_62_9072_3313.png,лучения
images_group_62_9072_3314.png,дугар
images_group_62_9072_3317.png,и
images_group_62_9072_3318.png,Названіе
images_group_62_9072_3319.png,заводовъ.
images_group_62_9072_3320.png,Ачинского
images_group_62_9072_3321.png,округа:
images_group_62_9072_3323.png,40766
images_group_62_9072_3324.png,"1664567,60"
images_group_62_9072_3325.png,"41614,19"
images_group_62_9072_3326.png,374
images_group_62_9072_3327.png,"381,"
images_group_62_9072_3328.png,78
images_group_62_9072_3329.png,109
images_group_62_9072_3330.png,Маріинский
images_group_62_9072_3331.png,11781
images_group_62_9072_3332.png,"455935,91"
images_group_62_9072_3333.png,"11398,4"
images_group_62_9072_3334.png,557
images_group_62_9072_3335.png,"345,"
images_group_62_9072_3337.png,за
images_group_62_9072_3338.png,Александровскій
images_group_62_9072_3339.png,9128
images_group_62_9072_3340.png,"367132,23"
images_group_62_9072_3341.png,"8928,3"
images_group_62_9072_3342.png,163
images_group_62_9072_3343.png,159.
images_group_62_9072_3344.png,43
images_group_62_9072_3345.png,56
images_group_62_9072_3346.png,Михайловскій
images_group_62_9072_3347.png,50816
images_group_62_9072_3348.png,"1178570,85"
images_group_62_9072_3349.png,"29164,27"
images_group_62_9072_3350.png,212
images_group_62_9072_3351.png,"206,04"
images_group_62_9072_3352.png,143
images_group_62_9072_3354.png,50541
images_group_62_9072_3355.png,2049400
images_group_62_9072_3356.png,51235
images_group_62_9072_3357.png,213
images_group_62_9072_3358.png,"216,"
images_group_62_9072_3359.png,70
images_group_62_9072_3360.png,208
images_group_62_9072_3363.png,Ильянский
images_group_62_9072_3364.png,74725
images_group_62_9072_3365.png,"2473065,42"
images_group_62_9072_3366.png,"74317,13"
images_group_62_9072_3367.png,540
images_group_62_9072_3368.png,"530,"
images_group_62_9072_3369.png,22
images_group_62_9072_3370.png,138
images_group_62_9072_3372.png,Ивановский
images_group_62_9072_3373.png,33410
images_group_62_9072_3374.png,1560660
images_group_62_9072_3375.png,341166
images_group_62_9072_3376.png,267
images_group_62_9072_3377.png,"106,"
images_group_62_9072_3378.png,во
images_group_62_9072_3379.png,130
images_group_62_9072_3381.png,округа:
images_group_62_9072_3382.png,Казанскія
images_group_62_9072_3383.png,33288
images_group_62_9072_3384.png,1379370
images_group_62_9072_3385.png,"34481,75"
images_group_62_9072_3386.png,292
images_group_62_9072_3387.png,"302,47"
images_group_62_9072_3388.png,86
images_group_62_9072_3389.png,Александровскй
images_group_62_9072_3390.png,114261
images_group_62_9072_3391.png,1711200
images_group_62_9072_3394.png,"569,"
images_group_62_9072_3395.png,86
images_group_62_9072_3396.png,208
images_group_62_9108_8488.png,о
images_group_62_9108_8489.png,поступленія
images_group_62_9108_8490.png,сборовъ
images_group_62_9108_8491.png,и
images_group_62_9108_8492.png,недоимокъ
images_group_62_9108_8493.png,въ
images_group_62_9108_8494.png,Енисейской
images_group_62_9108_8495.png,губерніи
images_group_62_9108_8496.png,За
images_group_62_9108_8497.png,1883
images_group_62_9108_8498.png,годъ.
images_group_62_9111_8539.png,вѣдомость
images_group_62_9111_8540.png,о
images_group_62_9111_8542.png,недоимокъ
images_group_62_9111_8543.png,по
images_group_62_9111_8544.png,городовъ
images_group_62_9111_8545.png,и
images_group_62_9111_8547.png,Енисейской
images_group_62_9111_8548.png,губерніи.
images_group_62_9111_8549.png,за
images_group_62_9111_8551.png,НАИМЕНОВАНIЕ
images_group_62_9111_8552.png,МѢСТНОСТИ
images_group_62_9111_8553.png,всего
images_group_62_9111_8554.png,По
images_group_62_9111_8555.png,городамъ
images_group_62_9111_8556.png,Красноярску
images_group_62_9111_8557.png,Енисейску
images_group_62_9111_8558.png,Канску
images_group_62_9111_8559.png,Ачинску
images_group_62_9111_8560.png,Минусинску
images_group_62_9111_8561.png,Итого
images_group_62_9111_8562.png,По
images_group_62_9111_8563.png,округамъ
images_group_62_9111_8564.png,Красноярскому
images_group_62_9111_8565.png,Енисейскому
images_group_62_9111_8566.png,Канскому
images_group_62_9111_8567.png,Ачинскому
images_group_62_9111_8568.png,Минусинскому
images_group_62_9111_8569.png,Итого
images_group_62_9111_8570.png,всего
images_group_62_9119_8802.png,города
images_group_62_9119_8803.png,и
images_group_62_9119_8804.png,ОКРУГА
images_group_62_9119_8805.png,Въ
images_group_62_9119_8806.png,городѣ
images_group_62_9119_8807.png,Красноярскѣ
images_group_62_9119_8808.png,округѣ
images_group_62_9119_8809.png,онаго
images_group_62_9119_8810.png,городѣ
images_group_62_9119_8811.png,Енисейскѣ
images_group_62_9119_8812.png,округѣ
images_group_62_9119_8813.png,онаго
images_group_62_9119_8814.png,городѣ
images_group_62_9119_8815.png,Канскѣ
images_group_62_9119_8816.png,округѣ
images_group_62_9119_8817.png,онаго
images_group_62_9119_8818.png,городѣ
images_group_62_9119_8819.png,Минусинскъ
images_group_62_9119_8820.png,"округѣ,"
images_group_62_9119_8821.png,онаго
images_group_62_9119_8822.png,городѣ
images_group_62_9119_8823.png,Ачинскѣ
images_group_62_9119_8824.png,"округѣ,"
images_group_62_9119_8825.png,онаго
images_group_62_9119_8826.png,Итого
images_group_62_9120_8839.png,въдомость
images_group_62_9120_8840.png,о
images_group_62_9120_8841.png,числѣ
images_group_62_9120_8842.png,учебныхъ
images_group_62_9120_8843.png,заведеній
images_group_62_9120_8844.png,и
images_group_62_9120_8845.png,учащихся
images_group_62_9120_8846.png,въ
images_group_62_9120_8847.png,Енисейской
images_group_62_9120_8848.png,губерни.
images_group_62_9120_8849.png,За
images_group_62_9120_8850.png,1883
images_group_62_9120_8851.png,годъ.
images_group_62_9121_8852.png,Въ
images_group_62_9121_8853.png,губернскомъ
images_group_62_9121_8854.png,городѣ
images_group_62_9121_8855.png,Въ
images_group_62_9121_8856.png,окружныхъ
images_group_62_9121_8857.png,"городахъ,"
images_group_62_9121_8858.png,Въ
images_group_62_9121_8859.png,округахъ.
images_group_62_9121_8860.png,ВСЕГО
images_group_62_9121_8861.png,въ
images_group_62_9121_8862.png,губерніи.
images_group_62_9121_8863.png,Названіе
images_group_62_9121_8864.png,учебныхъ
images_group_62_9121_8865.png,занятій.
images_group_62_9121_8866.png,учебныхъ
images_group_62_9121_8867.png,Число
images_group_62_9121_8868.png,Число
images_group_62_9121_8869.png,учащихся.
images_group_62_9121_8870.png,учебныхъ
images_group_62_9121_8871.png,Число
images_group_62_9121_8872.png,Число
images_group_62_9121_8873.png,учащихся.
images_group_62_9121_8874.png,учебныхъ
images_group_62_9121_8875.png,Число
images_group_62_9121_8876.png,Число
